student_id,first_name,last_name,age,email,country,attendance,assignment_completed,grade
45,Betty,Pendle,21,bpendle18@youtube.com,Ethiopia,42.96,FALSE,57.7
46,Reese,Nealon,25,rnealon19@illinois.edu,Syria,68.88,FALSE,48.17
47,Alric,Sunnex,25,asunnex1a@sakura.ne.jp,Russia,24.93,TRUE,38.61
48,Holli,Maud,23,hmaud1b@e-recht24.de,Philippines,59.53,FALSE,82.51
49,Magdalena,Otter,21,motter1c@archive.org,Afghanistan,87.67,FALSE,49.58
50,Wilden,Blacktin,22,wblacktin1d@ucoz.com,South Africa,37.67,TRUE,57.3
51,Harper,Pawfoot,20,hpawfoot1e@mozilla.com,Indonesia,10.04,TRUE,95.09
52,Nicky,Marlow,21,nmarlow1f@miibeian.gov.cn,Portugal,1.12,TRUE,2.41
53,Madlin,Sendley,19,msendley1g@chron.com,Nigeria,13.93,FALSE,36.95
54,Ethe,Huffy,21,ehuffy1h@apache.org,Sweden,31.44,TRUE,51.81
55,Danette,Appleby,18,dappleby1i@amazon.de,Malaysia,37.11,TRUE,51.77
56,Norma,Prendergrast,20,nprendergrast1j@nytimes.com,China,54.89,FALSE,59.27
57,Lexine,Golsworthy,20,lgolsworthy1k@topsy.com,Poland,17.7,TRUE,44.86
58,Devy,Westmorland,21,dwestmorland1l@cocolog-nifty.com,China,47.73,FALSE,86.51
59,Whit,Ticic,20,wticic1m@chicagotribune.com,Philippines,34.96,FALSE,71.54
60,Armand,Laviste,21,alaviste1n@bigcartel.com,Finland,72.99,FALSE,30.65
61,Deloria,Wedgbrow,18,dwedgbrow1o@cbslocal.com,Sweden,98.5,FALSE,35.59
62,Mirabella,Whiskin,21,mwhiskin1p@digg.com,Peru,10.79,FALSE,62.04
63,Hayward,Daveran,21,hdaveran1q@hhs.gov,Czech Republic,11.27,FALSE,12.53
64,Ashton,Bausmann,23,abausmann1r@blogspot.com,Morocco,89.9,TRUE,2.13
65,Terri,Beretta,25,tberetta1s@walmart.com,Poland,19.65,FALSE,64.07
66,Jakie,Carratt,20,jcarratt1t@cnbc.com,Portugal,53.77,FALSE,17.45
67,Tracie,Bridie,19,tbridie1u@wp.com,Brazil,45.61,TRUE,22.36
68,Cece,Gainsborough,21,cgainsborough1v@webs.com,China,77.81,TRUE,30.47
69,Franny,Watson,23,fwatson1w@wikimedia.org,Poland,59.98,FALSE,97.13
70,Kara,Berndsen,21,kberndsen1x@yahoo.co.jp,China,19.6,FALSE,85.92
71,Alexi,McLernon,25,amclernon1y@imdb.com,China,5.29,TRUE,60.71
72,Viola,Kunzelmann,19,vkunzelmann1z@seattletimes.com,China,48.52,FALSE,78.08
73,Ainsley,Syddie,23,asyddie20@ocn.ne.jp,Yemen,5.67,FALSE,30.79
74,Raine,Woodman,22,rwoodman21@shareasale.com,China,42.2,FALSE,62.38
75,Patrizio,Gladman,23,pgladman22@moonfruit.com,China,97.15,TRUE,91.36
76,Dominga,MacMorland,22,dmacmorland23@wisc.edu,Saudi Arabia,19.17,FALSE,31.5
77,Dacey,Farfolomeev,18,dfarfolomeev24@example.com,Russia,19.32,FALSE,75.35
78,Norry,Raund,18,nraund25@deliciousdays.com,Peru,35.43,TRUE,34.17
79,Olvan,Deverille,24,odeverille26@mtv.com,Nigeria,65.29,FALSE,45.85
80,Kippar,Hanbury,23,khanbury27@time.com,Macedonia,5.4,FALSE,68.63
81,Etienne,Henaughan,22,ehenaughan28@theatlantic.com,United States,33.02,TRUE,14.78
82,Valida,O'Mahoney,25,vomahoney29@nifty.com,Ukraine,4.77,FALSE,46.14
83,Karim,Benterman,24,kbenterman2a@gravatar.com,Bolivia,12.51,TRUE,83.65
84,Rosita,Lassells,19,rlassells2b@google.com.au,France,93.28,TRUE,46.64
85,Dulciana,Gotcher,18,dgotcher2c@bigcartel.com,Sweden,39.2,FALSE,94.31
86,Raine,Tawn,19,rtawn2d@behance.net,United States,27.75,FALSE,26.23
87,Kristel,O'Quin,23,koquin2e@google.ru,China,74.17,FALSE,24.11
88,Alyse,Symers,18,asymers2f@domainmarket.com,Czech Republic,37.23,FALSE,99.88
89,Eb,Portigall,25,eportigall2g@cbsnews.com,Brazil,91.95,FALSE,54.84
90,Kylen,Chappelow,20,kchappelow2h@pinterest.com,Russia,74.43,FALSE,69.42
91,Drew,Buxcy,21,dbuxcy2i@twitter.com,Indonesia,9.63,TRUE,64.92
92,Ana,O'Neary,21,aoneary2j@ning.com,Croatia,11.53,TRUE,52.13
93,Joby,Water,24,jwater2k@addtoany.com,Peru,67.42,TRUE,15.39
94,Jessamine,Tirrey,24,jtirrey2l@oaic.gov.au,Venezuela,76.84,TRUE,95.95
95,Lebbie,Shirer,25,lshirer2m@globo.com,United Kingdom,37.48,FALSE,31.73
96,Max,Helmke,23,mhelmke2n@reuters.com,Russia,83.36,TRUE,26
97,Brianna,Mettricke,25,bmettricke2o@is.gd,Portugal,75.55,TRUE,33.26
98,Chiarra,Alsopp,20,calsopp2p@accuweather.com,Indonesia,1.15,TRUE,43.91
99,Symon,Kears,21,skears2q@wsj.com,China,45.34,TRUE,97.09
100,Yoshi,Cordeiro,21,ycordeiro2r@go.com,France,79.9,FALSE,92.32
101,Si,Syncke,23,ssyncke2s@soup.io,Philippines,80.21,FALSE,39.49
102,Charlton,Gheerhaert,18,cgheerhaert2t@yahoo.com,China,18.21,FALSE,20.09
103,Evey,Rohlfs,20,erohlfs2u@virginia.edu,China,7.69,TRUE,94.13
104,Kaye,Jannasch,21,kjannasch2v@mayoclinic.com,China,44,TRUE,83.65
105,Skip,Jencey,18,sjencey2w@samsung.com,Thailand,92.9,TRUE,98.77
106,Casie,Stemson,19,cstemson2x@webeden.co.uk,Brazil,89.77,TRUE,6.5
107,Gabbey,Lacy,20,glacy2y@foxnews.com,Indonesia,50.72,FALSE,65.39
108,Jonah,Edwin,23,jedwin2z@istockphoto.com,Bosnia and Herzegovina,47.19,TRUE,81.13
109,Bartholomeus,Pygott,21,bpygott30@slashdot.org,Japan,65.77,FALSE,82.97
110,Clarey,Biggs,25,cbiggs31@blinklist.com,Cameroon,17.81,FALSE,56.18
111,Willis,Jurewicz,21,wjurewicz32@mediafire.com,China,52.88,TRUE,32.41
112,Elfrida,Frankton,23,efrankton33@wunderground.com,Indonesia,80.77,FALSE,4.23
113,Sibylle,Spinola,19,sspinola34@blog.com,Indonesia,99.8,FALSE,15.96
114,Brenden,Perot,22,bperot35@netscape.com,Japan,53.14,FALSE,30.02
115,Verla,MacKereth,23,vmackereth36@yellowpages.com,Philippines,14.21,TRUE,31.95
116,Dorree,Scibsey,18,dscibsey37@ucsd.edu,China,78.79,TRUE,41.76
117,Lidia,Klaaassen,18,lklaaassen38@whitehouse.gov,Croatia,3.91,TRUE,9.37
118,Aurel,Hearn,22,ahearn39@state.gov,Lithuania,24.29,FALSE,97.16
119,Roseann,Sconce,20,rsconce3a@bandcamp.com,Greece,97.14,FALSE,65.22
120,Ade,Goeff,24,agoeff3b@symantec.com,France,18.5,FALSE,92.71
121,Weber,Wyld,25,wwyld3c@businessweek.com,Kyrgyzstan,94.46,TRUE,4.06
122,Roy,Hargreave,25,rhargreave3d@adobe.com,Indonesia,98.96,TRUE,52.68
123,Torry,Josephsen,24,tjosephsen3e@unblog.fr,Russia,51.53,FALSE,65.62
124,Dougy,Kollach,24,dkollach3f@de.vu,Bosnia and Herzegovina,47.67,TRUE,57.93
125,Dorice,Vinker,25,dvinker3g@t-online.de,Costa Rica,62.56,TRUE,38.25
126,Terrence,Drillingcourt,24,tdrillingcourt3h@geocities.com,United States,59.98,TRUE,83.29
127,Moritz,Fancutt,22,mfancutt3i@pcworld.com,Russia,42.95,FALSE,61.75
128,Gayelord,Fries,22,gfries3j@blogger.com,Uruguay,58.49,TRUE,83.15
129,Dorisa,Huygens,20,dhuygens3k@cnn.com,France,45.56,FALSE,62.96
130,Orazio,Shoute,23,oshoute3l@devhub.com,Japan,98.68,TRUE,97.41
131,Dale,Lideard,25,dlideard3m@google.nl,Bosnia and Herzegovina,10.78,TRUE,40.63
132,Valli,Elcum,21,velcum3n@wordpress.org,Peru,48.56,FALSE,38.1
133,Ethyl,Atwell,23,eatwell3o@netvibes.com,Philippines,54.58,TRUE,81.02
134,Ole,Woofendell,22,owoofendell3p@un.org,Comoros,20.84,FALSE,74.84
135,Orel,Dudlestone,21,odudlestone3q@cbc.ca,Canada,60.29,FALSE,73.01
136,Dniren,Mayward,20,dmayward3r@shareasale.com,France,23.75,FALSE,16.88
137,Alexine,Sinkings,25,asinkings3s@mac.com,Indonesia,90.19,TRUE,98.96
138,Euphemia,Lenard,21,elenard3t@addtoany.com,Poland,68.24,FALSE,88.71
139,Paxon,Lusher,20,plusher3u@infoseek.co.jp,Sweden,18.01,TRUE,27.56
140,Tony,Wyre,18,twyre3v@gov.uk,France,10.22,TRUE,53.95
141,Dicky,Sailes,21,dsailes3w@aol.com,Portugal,43.92,TRUE,45.36
142,Lorry,Loynton,25,lloynton3x@imageshack.us,China,66.65,FALSE,51.25
143,Irita,Uzzell,22,iuzzell3y@cnn.com,Cyprus,89.69,TRUE,32.29
144,Dee,MacKilroe,22,dmackilroe3z@purevolume.com,Peru,65.52,TRUE,6.63
145,Tandie,Force,25,tforce40@comcast.net,Eritrea,26.18,TRUE,53.19
146,Lyle,Laurentin,25,llaurentin41@hud.gov,Portugal,74.04,FALSE,24.21
147,Marje,Creffield,20,mcreffield42@unblog.fr,Ukraine,52.09,TRUE,34.73
148,Honor,Comberbeach,23,hcomberbeach43@plala.or.jp,Brazil,63.38,FALSE,9.93
149,Kerry,Karslake,25,kkarslake44@fc2.com,China,3.37,FALSE,47
150,Leelah,Schoular,21,lschoular45@tinypic.com,Colombia,80.07,TRUE,28.35
151,Siobhan,Fumagall,18,sfumagall46@time.com,United States,67.19,FALSE,6.84
152,Venus,Pittock,21,vpittock47@jugem.jp,Liberia,89.86,FALSE,96.73
153,Binnie,Lyles,21,blyles48@wunderground.com,Brazil,94.06,TRUE,27.21
154,Nil,McGarrahan,22,nmcgarrahan49@163.com,Brazil,51.13,TRUE,9.34
155,Merle,Bosquet,24,mbosquet4a@free.fr,Philippines,87.16,FALSE,24.87
156,Margaret,Fullom,23,mfullom4b@marriott.com,Sweden,69.99,TRUE,45.3
157,Tucker,Hebbard,25,thebbard4c@examiner.com,China,90.99,FALSE,29.17
158,Hymie,Cumpsty,23,hcumpsty4d@dot.gov,China,42.14,FALSE,11.7
159,Benni,Barden,19,bbarden4e@tripadvisor.com,Argentina,68.32,FALSE,77.01
160,Augie,Migheli,24,amigheli4f@independent.co.uk,Poland,16.9,FALSE,0.92
161,Ramona,MacFadzan,22,rmacfadzan4g@earthlink.net,Brazil,8.02,TRUE,0.26
162,Patty,Matula,25,pmatula4h@nytimes.com,Indonesia,25.47,FALSE,81.47
163,Lia,Hitzke,22,lhitzke4i@mtv.com,Philippines,33.92,TRUE,48.47
164,Malinde,Beamish,18,mbeamish4j@ifeng.com,Indonesia,71.56,TRUE,84.68
165,Adrien,Whittek,19,awhittek4k@bluehost.com,Laos,93.53,TRUE,8.25
166,Jenny,Rosbottom,20,jrosbottom4l@rambler.ru,Colombia,22.93,FALSE,60.69
167,Lewiss,Bollini,23,lbollini4m@ca.gov,Thailand,98.47,TRUE,96.57
168,Josiah,Lemmon,22,jlemmon4n@dot.gov,Russia,21.62,TRUE,86.57
169,Rosmunda,Knath,18,rknath4o@booking.com,Morocco,0,TRUE,65.79
170,Standford,Cotgrove,21,scotgrove4p@youtu.be,Greece,24.04,TRUE,67.25
171,Cyb,Ornelas,19,cornelas4q@yolasite.com,Indonesia,67.18,FALSE,63.74
172,Beryle,Gloster,22,bgloster4r@army.mil,Chad,27.86,FALSE,84.18
173,Geoff,Dunster,25,gdunster4s@usgs.gov,China,69.06,TRUE,89.44
174,Marlowe,Faldoe,20,mfaldoe4t@foxnews.com,Sweden,47.8,TRUE,1.04
175,Giorgi,Ickeringill,19,gickeringill4u@yahoo.com,Ukraine,68.35,TRUE,97.65
176,Faina,Rathbone,21,frathbone4v@bravesites.com,Finland,70.89,FALSE,8.13
177,Marian,Brayne,22,mbrayne4w@java.com,Brazil,68.19,FALSE,1.96
178,Regina,Dukelow,19,rdukelow4x@sbwire.com,Philippines,74.04,FALSE,28.41
179,Darin,Goodliffe,25,dgoodliffe4y@t-online.de,Russia,52.36,TRUE,47.34
180,Tanner,Paulo,20,tpaulo4z@parallels.com,Poland,34.28,TRUE,42.95
181,Early,Vaggers,23,evaggers50@studiopress.com,Portugal,54.23,FALSE,72.64
182,Kearney,Cisar,22,kcisar51@w3.org,Russia,29.83,TRUE,73.09
183,Calv,Johananov,23,cjohananov52@123-reg.co.uk,France,60.83,TRUE,91.81
184,Raven,Jellicorse,18,rjellicorse53@photobucket.com,China,80.21,FALSE,52.26
185,Noel,Cullen,23,ncullen54@flavors.me,Indonesia,24.81,TRUE,86.91
186,Sax,Perago,21,sperago55@ftc.gov,Colombia,66.93,TRUE,29.6
187,Huberto,Bartens,25,hbartens56@ifeng.com,Spain,39.41,FALSE,43.87
188,Cleopatra,Lyddiard,18,clyddiard57@telegraph.co.uk,Portugal,45.57,FALSE,80.23
189,Cynthie,Shorie,20,cshorie58@indiatimes.com,Russia,81.26,FALSE,25.98
190,Leanor,Kasbye,22,lkasbye59@ucoz.ru,Bulgaria,5.05,TRUE,76.54
191,Ivor,Warne,25,iwarne5a@foxnews.com,China,75.57,FALSE,76.21
192,Noami,Drayton,24,ndrayton5b@posterous.com,Ukraine,38.16,FALSE,17
193,Nelli,Doodson,21,ndoodson5c@delicious.com,Ukraine,14.68,FALSE,83.27
194,Neils,Davage,24,ndavage5d@jugem.jp,Malaysia,14.38,FALSE,67.13
195,Rickey,Colcutt,19,rcolcutt5e@cmu.edu,Indonesia,93.19,TRUE,36.42
196,Egor,Brackpool,24,ebrackpool5f@360.cn,Belarus,82.02,TRUE,3.2
197,Herbie,Adriaens,24,hadriaens5g@trellian.com,China,64.05,FALSE,12.16
198,William,Le Estut,18,wleestut5h@etsy.com,Philippines,76.6,TRUE,54.04
199,Munroe,Fance,25,mfance5i@hc360.com,China,28.3,FALSE,13.61
200,Lena,Olliffe,19,lolliffe5j@diigo.com,Colombia,4.26,FALSE,54.77
201,Merill,Balharrie,20,mbalharrie5k@uol.com.br,France,99.25,TRUE,48.58
202,Aveline,Handrock,20,ahandrock5l@un.org,China,69.51,TRUE,53.89
203,Ermin,Tower,23,etower5m@arizona.edu,Czech Republic,56.12,TRUE,22.88
204,Elihu,Fossord,22,efossord5n@unblog.fr,China,53.35,FALSE,86.58
205,Tawnya,Eynon,24,teynon5o@issuu.com,China,53.73,FALSE,69.32
206,Livvy,Kentish,23,lkentish5p@friendfeed.com,Afghanistan,75.24,TRUE,21.47
207,Judie,Fallen,25,jfallen5q@cmu.edu,China,85.19,FALSE,80.78
208,Rosetta,Clarage,21,rclarage5r@com.com,Uganda,65.31,TRUE,24
209,Etheline,Keeling,24,ekeeling5s@newsvine.com,Philippines,62.57,TRUE,69.76
210,Damiano,Stebbings,21,dstebbings5t@blinklist.com,Indonesia,67.18,FALSE,8.32
211,Sarette,Constant,24,sconstant5u@latimes.com,Finland,76.21,TRUE,54.61
212,Kermy,Heskins,19,kheskins5v@yale.edu,Indonesia,44.1,TRUE,27.31
213,Alonzo,Josowitz,24,ajosowitz5w@weather.com,Argentina,31.14,TRUE,38.92
214,Percy,Cissell,25,pcissell5x@umich.edu,China,0.35,FALSE,86.09
215,Jeannette,Ben,20,jben5y@wired.com,Russia,70.91,FALSE,69.83
216,Juli,Mccaull,18,jmccaull5z@loc.gov,Spain,91.52,FALSE,16.77
217,Leela,Wyllcocks,18,lwyllcocks60@blog.com,China,38.03,FALSE,91.65
218,Barbara,Beldam,24,bbeldam61@umich.edu,China,34.27,TRUE,72.59
219,Odessa,Peasegood,22,opeasegood62@lulu.com,China,90.77,TRUE,50.21
220,Darrell,Durnall,19,ddurnall63@bloglines.com,China,25.32,FALSE,77.64
221,Hewie,Eglese,23,heglese64@loc.gov,China,23.8,TRUE,58.59
222,Marilyn,Madoc-Jones,24,mmadocjones65@cisco.com,Tanzania,16.46,FALSE,56.26
223,Frannie,Gammet,21,fgammet66@technorati.com,Russia,43.62,TRUE,92.97
224,Cobb,Bosquet,23,cbosquet67@webmd.com,Indonesia,6.21,FALSE,2.39
225,Camel,Feare,23,cfeare68@bandcamp.com,Austria,59.57,FALSE,44.62
226,Paulina,Bastow,19,pbastow69@businessinsider.com,Senegal,38.67,TRUE,7.82
227,Ellyn,Jorio,23,ejorio6a@skyrock.com,France,18.15,FALSE,18.39
228,Rolph,Arnefield,25,rarnefield6b@seattletimes.com,Russia,59.85,FALSE,81.53
229,Milzie,Elijahu,19,melijahu6c@booking.com,Ukraine,5.15,FALSE,78.92
230,Isadore,Bilby,22,ibilby6d@amazon.co.uk,Belarus,53.73,FALSE,62
231,Maribelle,Croxford,18,mcroxford6e@mtv.com,Canada,32.63,FALSE,97.3
232,Wolfgang,Scartifield,19,wscartifield6f@addtoany.com,Brazil,14.49,TRUE,53.11
233,Wyn,Bend,19,wbend6g@homestead.com,Moldova,74.64,TRUE,48.59
234,Yurik,Pillifant,19,ypillifant6h@techcrunch.com,Russia,59.79,TRUE,56.7
235,Artus,Aris,24,aaris6i@lulu.com,Portugal,25.65,TRUE,96.4
236,Yorke,Caley,23,ycaley6j@tripadvisor.com,Brazil,33.53,TRUE,83.39
237,Nicholas,McVeighty,24,nmcveighty6k@freewebs.com,Brazil,8.3,TRUE,76.89
238,Maryanna,Conyers,23,mconyers6l@patch.com,France,65.55,TRUE,65.67
239,Cyndie,McNair,22,cmcnair6m@imgur.com,Portugal,89.03,FALSE,71.58
240,Ty,Heisler,18,theisler6n@admin.ch,China,46.41,TRUE,3.57
241,Avram,Allom,20,aallom6o@gov.uk,Indonesia,53.06,FALSE,14.38
242,Rutledge,Rushbrook,25,rrushbrook6p@hud.gov,China,37.26,FALSE,18.52
243,Marillin,Androletti,20,mandroletti6q@twitter.com,Russia,45.18,TRUE,46.45
244,Archer,Sommerly,23,asommerly6r@senate.gov,Mongolia,22.8,TRUE,19.21
245,Portia,Streader,22,pstreader6s@fastcompany.com,Portugal,35.13,TRUE,16.49
246,Armand,Mowatt,23,amowatt6t@opera.com,Peru,81.91,FALSE,71.19
247,Loralyn,Conkey,24,lconkey6u@house.gov,China,13.92,FALSE,95.4
248,Dalia,Parysiak,19,dparysiak6v@twitpic.com,Greece,94.99,TRUE,9.75
249,Adelaida,Cocklin,23,acocklin6w@storify.com,Indonesia,4.67,TRUE,49.44
250,Alfonso,Kerley,22,akerley6x@examiner.com,Russia,42.17,FALSE,40.48
251,Katalin,Mollindinia,20,kmollindinia6y@oaic.gov.au,China,59.54,FALSE,16.45
252,Enos,Jarrold,25,ejarrold6z@icio.us,China,94.07,TRUE,29.69
253,Heindrick,Cannings,18,hcannings70@businesswire.com,China,93.82,FALSE,33.82
254,Fernanda,Westhead,18,fwesthead71@noaa.gov,Indonesia,10.12,TRUE,44.42
255,Elita,Tomenson,21,etomenson72@boston.com,China,17.04,TRUE,96.94
256,Lucy,Agneau,20,lagneau73@cnet.com,Russia,61.04,FALSE,68.84
257,Mariel,Tetther,25,mtetther74@elpais.com,Russia,21.5,FALSE,42.87
258,Belva,St. Aubyn,20,bstaubyn75@geocities.com,France,38.93,TRUE,91.51
259,Christa,Midner,20,cmidner76@cpanel.net,United States,92.43,TRUE,83.95
260,Niki,Keningley,23,nkeningley77@bizjournals.com,Poland,46.33,FALSE,1.33
261,Petunia,Klewer,22,pklewer78@who.int,Indonesia,5.35,FALSE,73.54
262,Llywellyn,Jaine,20,ljaine79@samsung.com,Yemen,13.58,TRUE,10.48
263,Clerkclaude,Gooder,23,cgooder7a@tripod.com,Botswana,37.48,FALSE,78.53
264,Vassili,Goldspink,23,vgoldspink7b@wufoo.com,France,23.27,TRUE,65.03
265,Gage,Goulborne,21,ggoulborne7c@aol.com,China,67.34,FALSE,58.85
266,Pen,Vaz,20,pvaz7d@theglobeandmail.com,China,27.03,FALSE,34.31
267,Reinhold,Salzberg,21,rsalzberg7e@howstuffworks.com,Canada,72.55,FALSE,56.16
268,Dorette,Herrema,23,dherrema7f@paginegialle.it,Colombia,16.85,FALSE,67.83
269,Alis,Spriddle,19,aspriddle7g@cdc.gov,Argentina,15.6,TRUE,98.56
270,Romy,Dilland,20,rdilland7h@imgur.com,Czech Republic,40.27,FALSE,71.25
271,Rip,Dhillon,24,rdhillon7i@qq.com,Vietnam,82.17,TRUE,69
272,Rubetta,Worviell,21,rworviell7j@mapy.cz,China,72.3,FALSE,65.46
273,Archaimbaud,Frankema,22,afrankema7k@w3.org,Japan,20.48,TRUE,53.09
274,Katleen,Hansley,22,khansley7l@wordpress.org,Philippines,60.36,FALSE,56.01
275,Merle,Bryenton,25,mbryenton7m@ted.com,China,15.9,TRUE,19.15
276,Chet,Jenkins,19,cjenkins7n@marriott.com,China,65.06,FALSE,12.2
277,Lola,Lecordier,22,llecordier7o@guardian.co.uk,China,15.11,FALSE,1.63
278,Shelley,Tippett,23,stippett7p@rediff.com,China,90.31,TRUE,41.1
279,Halimeda,Storcke,22,hstorcke7q@skyrock.com,China,17.51,TRUE,36.61
280,Fawne,Winspire,24,fwinspire7r@time.com,Philippines,92.8,TRUE,67.96
281,Antonina,Kilcoyne,25,akilcoyne7s@vkontakte.ru,Chile,11.69,TRUE,16.57
282,Dal,Froude,21,dfroude7t@topsy.com,South Korea,76.57,FALSE,62.73
283,Winn,Grollmann,20,wgrollmann7u@google.com.br,Colombia,25.55,FALSE,53.44
284,Cassy,Kenworthey,24,ckenworthey7v@businessinsider.com,Brazil,0.24,TRUE,81.85
285,Quincey,MacMechan,19,qmacmechan7w@bing.com,Greece,16.58,FALSE,78.62
286,Alexi,Louch,24,alouch7x@geocities.jp,China,73.29,TRUE,50.1
287,Addie,Vizor,21,avizor7y@rakuten.co.jp,China,86.52,TRUE,70.99
288,Karon,Osboldstone,18,kosboldstone7z@webeden.co.uk,France,50.21,TRUE,31.08
289,Dorice,Scantleberry,22,dscantleberry80@sciencedirect.com,Russia,10.67,TRUE,33.36
290,Cherice,Scothern,25,cscothern81@reverbnation.com,China,81.8,FALSE,44.99
291,Lissie,Sevin,20,lsevin82@cargocollective.com,Brazil,97.1,TRUE,85.94
292,Stanley,Finicj,25,sfinicj83@quantcast.com,Colombia,49.21,FALSE,39.6
293,Wilbur,McKean,24,wmckean84@w3.org,Mexico,55.3,TRUE,68.07
294,Modesta,Clabburn,19,mclabburn85@yale.edu,Yemen,36.95,TRUE,0.19
295,Aubry,Swyne,22,aswyne86@google.fr,Nigeria,52.63,TRUE,15.96
296,Emmalyn,Pratten,21,epratten87@mashable.com,Marshall Islands,38.14,TRUE,34.46
297,Gennie,Costard,25,gcostard88@skyrock.com,China,55.12,FALSE,55.89
298,Ari,McCaighey,24,amccaighey89@taobao.com,China,46.14,FALSE,48.03
299,Buiron,Liggins,19,bliggins8a@github.com,China,44.42,FALSE,50.13
300,Marty,Prevett,18,mprevett8b@bravesites.com,Indonesia,74.41,TRUE,2.11
301,Giacinta,Stark,25,gstark8c@drupal.org,China,3.56,TRUE,14.7
302,Koressa,Ruffles,23,kruffles8d@unicef.org,China,12.2,FALSE,34.4
303,Royce,Chawner,19,rchawner8e@google.es,Russia,5.29,TRUE,48.93
304,Phyllida,Cuthill,21,pcuthill8f@multiply.com,Philippines,19.56,FALSE,18.97
305,Filia,Whitlock,24,fwhitlock8g@ihg.com,Hungary,86.59,FALSE,17.04
306,Cathlene,Youngs,19,cyoungs8h@altervista.org,United States,65.44,TRUE,65.84
307,Casper,Bunkle,21,cbunkle8i@creativecommons.org,Indonesia,0.5,FALSE,50.14
